date,Underlying_date,Underlying_close,Underlying_high,Underlying_low,Underlying_open,Underlying_volume,20.0_close,20.0_high,20.0_low,20.0_open,20.0_volume,20.5_close,20.5_high,20.5_low,20.5_open,20.5_volume,21.5_close,21.5_high,21.5_low,21.5_open,21.5_volume,22.5_close,22.5_high,22.5_low,22.5_open,22.5_volume,23.0_close,23.0_high,23.0_low,23.0_open,23.0_volume,23.5_close,23.5_high,23.5_low,23.5_open,23.5_volume,24.0_close,24.0_high,24.0_low,24.0_open,24.0_volume,24.5_close,24.5_high,24.5_low,24.5_open,24.5_volume,25.0_close,25.0_high,25.0_low,25.0_open,25.0_volume,25.5_close,25.5_high,25.5_low,25.5_open,25.5_volume,26.0_close,26.0_high,26.0_low,26.0_open,26.0_volume,26.5_close,26.5_high,26.5_low,26.5_open,26.5_volume,27.0_close,27.0_high,27.0_low,27.0_open,27.0_volume,27.5_close,27.5_high,27.5_low,27.5_open,27.5_volume,28.0_close,28.0_high,28.0_low,28.0_open,28.0_volume,28.5_close,28.5_high,28.5_low,28.5_open,28.5_volume,29.0_close,29.0_high,29.0_low,29.0_open,29.0_volume,29.5_close,29.5_high,29.5_low,29.5_open,29.5_volume
2019-06-06,2019-06-06,27.85,28.55,27.77,28.24,18497198.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.48,3.48,3.48,3.48,8.0,2.84,3.18,2.84,3.18,26.0,,,,,,2.62,2.62,2.62,2.62,12.0,2.1,2.1,2.1,2.1,1.0,,,,,,1.8,2.03,1.8,2.03,17.0,1.8,1.8,1.8,1.8,1.0
2019-06-07,2019-06-07,28.06,28.1615,27.6,27.77,23326873.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.25,4.26,4.25,4.26,150.0,,,,,,3.6,3.6,3.6,3.6,1.0,,,,,,3.14,3.14,3.03,3.03,17.0,,,,,,2.64,2.64,2.48,2.54,62.0,2.33,2.35,2.25,2.25,102.0,2.22,2.22,2.09,2.15,16.0,1.98,1.98,1.98,1.98,1.0,1.97,1.97,1.79,1.87,8.0,,,,,
2019-06-10,2019-06-10,27.86,28.24,27.61,27.71,14480560.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.15,4.15,4.15,4.15,1.0,,,,,,3.45,3.45,3.45,3.45,19.0,,,,,,2.82,2.82,2.82,2.82,8.0,,,,,,2.35,2.38,2.35,2.38,14.0,,,,,,2.03,2.04,2.03,2.04,60.0,1.84,1.89,1.84,1.89,3.0,1.71,1.71,1.71,1.71,50.0,1.5,1.5,1.49,1.49,5.0
2019-06-11,2019-06-11,27.91,28.3,27.3,27.4,18841531.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.81,2.81,2.81,2.81,8.0,3.1,3.1,2.63,2.63,6.0,2.83,2.83,2.8,2.8,31.0,2.6,2.6,2.54,2.54,9.0,2.2,2.2,1.99,2.0,20.0,2.09,2.09,1.8,1.8,207.0,,,,,,1.62,1.62,1.62,1.62,1.0,1.67,1.67,1.32,1.32,27.0
2019-06-12,2019-06-12,27.78,28.3,27.66,28.11,14225241.0,,,,,,,,,,,,,,,,,,,,,5.23,5.23,5.23,5.23,4.0,4.43,4.44,4.43,4.44,2.0,4.05,4.05,4.05,4.05,15.0,3.9,3.9,3.9,3.9,1.0,3.64,3.64,3.64,3.64,1.0,2.98,3.03,2.98,3.03,10.0,,,,,,2.58,2.58,2.58,2.58,3.0,2.23,2.23,2.22,2.22,58.0,2.13,2.36,2.13,2.22,18.0,1.79,2.1,1.79,2.1,17.0,1.75,1.75,1.75,1.75,1.0,1.46,1.79,1.46,1.79,18.0,1.33,1.33,1.33,1.33,1.0
2019-06-13,2019-06-13,27.61,27.905,27.33,27.45,17051858.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.83,3.83,3.8,3.8,140.0,3.37,3.37,3.37,3.37,1.0,,,,,,2.68,2.68,2.68,2.68,11.0,2.66,2.66,2.53,2.53,20.0,,,,,,2.09,2.09,1.93,1.93,16.0,1.84,1.84,1.84,1.84,1.0,1.8,1.8,1.61,1.65,12.0,1.49,1.49,1.49,1.49,1.0,1.36,1.36,1.35,1.35,51.0,1.3,1.3,1.3,1.3,1.0
2019-06-14,2019-06-14,27.32,28.06,27.28,27.8,13682989.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.65,3.92,3.65,3.92,62.0,,,,,,2.91,3.3,2.91,3.3,10.0,2.58,2.58,2.58,2.58,3.0,2.24,2.78,2.24,2.77,26.0,2.39,2.39,2.39,2.39,5.0,2.06,2.25,2.06,2.24,18.0,1.59,1.8,1.59,1.8,150.0,1.58,1.73,1.58,1.73,149.0,1.43,1.43,1.43,1.43,1.0,1.14,1.14,1.14,1.14,10.0,1.05,1.2,1.05,1.2,38.0
2019-06-17,2019-06-17,27.03,27.36,26.8815,27.29,14470210.0,,,,,,,,,,,5.55,5.55,5.55,5.55,1.0,4.9,4.9,4.9,4.9,20.0,,,,,,,,,,,,,,,,,,,,,2.5,2.5,2.5,2.5,10.0,,,,,,2.12,2.12,2.12,2.12,30.0,1.74,1.78,1.74,1.78,3.0,1.59,1.61,1.52,1.6,28.0,1.34,1.43,1.34,1.43,93.0,1.31,1.31,1.3,1.3,50.0,1.11,1.23,1.11,1.23,9.0,1.03,1.03,0.94,0.94,6.0,0.89,0.98,0.84,0.98,19.0
2019-06-18,2019-06-18,26.82,26.98,26.35,26.54,24889651.0,,,,,,,,,,,,,,,,3.95,3.95,3.95,3.95,20.0,3.84,3.84,3.84,3.84,3.0,,,,,,3.25,3.29,2.88,3.05,23.0,2.57,2.57,2.54,2.54,36.0,2.54,2.55,2.27,2.27,52.0,2.16,2.16,1.95,1.99,14.0,1.86,1.86,1.86,1.86,3.0,1.69,1.72,1.51,1.53,59.0,1.48,1.48,1.29,1.29,53.0,1.32,1.32,1.26,1.26,21.0,1.21,1.21,1.04,1.04,42.0,1.01,1.01,1.01,1.01,1.0,1.0,1.0,0.79,0.79,63.0,0.75,0.77,0.73,0.77,21.0
2019-06-19,2019-06-19,25.93,26.93,25.88,26.65,29671248.0,,,,,,,,,,,,,,,,,,,,,3.58,4.0,3.58,3.88,28.0,2.83,2.83,2.83,2.83,3.0,2.43,3.13,2.43,3.04,86.0,2.78,2.78,2.78,2.78,10.0,1.9,2.49,1.9,2.49,56.0,2.19,2.2,2.19,2.2,27.0,1.37,1.95,1.37,1.95,105.0,1.26,1.78,1.26,1.66,56.0,1.04,1.55,1.04,1.48,162.0,1.16,1.34,1.16,1.34,120.0,1.05,1.21,1.05,1.15,54.0,0.91,1.07,0.91,1.06,31.0,0.7,1.02,0.7,0.92,47.0,0.7,0.86,0.7,0.83,51.0
2019-06-20,2019-06-20,26.01,26.82,25.26,25.46,34444193.0,5.96,5.96,5.96,5.96,1.0,,,,,,,,,,,,,,,,3.55,3.55,2.65,2.71,90.0,2.27,2.27,2.27,2.27,1.0,2.38,2.85,1.98,2.05,79.0,2.07,2.07,2.03,2.03,17.0,2.28,2.28,1.46,1.46,138.0,1.66,2.16,1.29,1.36,45.0,1.37,1.58,1.16,1.16,45.0,1.17,1.46,1.01,1.01,59.0,1.2,1.25,0.83,0.83,44.0,0.9,1.08,0.76,0.76,159.0,0.82,1.04,0.65,0.65,186.0,0.79,0.79,0.79,0.79,10.0,0.68,0.77,0.54,0.54,84.0,0.74,0.74,0.63,0.63,3.0
2019-06-21,2019-06-21,26.62,26.81,25.885,26.2,19740690.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.88,2.88,2.88,2.88,1.0,2.99,2.99,2.53,2.72,65.0,2.15,2.15,2.15,2.15,3.0,2.32,2.32,1.89,1.91,42.0,1.69,1.69,1.64,1.65,32.0,1.81,1.81,1.4,1.61,1655.0,1.49,1.49,1.24,1.25,142.0,1.32,1.32,1.07,1.16,244.0,1.01,1.01,0.95,0.95,54.0,1.07,1.07,0.84,0.98,78.0,0.73,0.73,0.73,0.73,1.0,0.83,0.83,0.68,0.68,52.0,,,,,
2019-06-24,2019-06-24,26.38,26.52,26.14,26.45,12634966.0,,,,,,,,,,,,,,,,,,,,,3.4,3.55,3.4,3.55,12.0,2.96,2.96,2.96,2.96,50.0,2.61,2.61,2.59,2.61,54.0,2.32,2.32,2.27,2.27,11.0,2.06,2.11,1.93,2.08,107.0,,,,,,1.51,1.59,1.45,1.55,353.0,1.35,1.4,1.21,1.4,71.0,1.17,1.21,1.07,1.19,241.0,0.97,1.0,0.95,0.99,337.0,0.86,0.94,0.82,0.94,201.0,0.71,0.79,0.71,0.79,18.0,0.63,0.75,0.63,0.74,18.0,0.57,0.61,0.57,0.61,7.0
2019-06-25,2019-06-25,27.05,27.181,26.37,26.4,17296855.0,6.7,6.7,6.7,6.7,7.0,,,,,,,,,,,4.69,4.69,4.55,4.55,6.0,3.9,3.9,3.67,3.72,90.0,3.24,3.25,3.1,3.1,27.0,2.97,3.23,2.72,2.72,108.0,2.8,2.8,2.52,2.52,28.0,2.51,2.51,2.16,2.17,617.0,1.97,1.97,1.86,1.86,6.0,1.86,1.95,1.61,1.62,1281.0,1.7,1.7,1.28,1.31,365.0,1.38,1.46,1.15,1.22,449.0,1.25,1.29,1.04,1.04,509.0,1.11,1.11,0.88,0.88,76.0,0.95,0.95,0.75,0.77,20.0,0.81,0.83,0.68,0.68,34.0,0.74,0.74,0.59,0.59,12.0
2019-06-26,2019-06-26,26.84,27.05,26.39,26.52,13586640.0,,,,,,,,,,,5.31,5.31,5.31,5.31,3.0,4.45,4.45,4.31,4.31,5.0,3.95,3.95,3.89,3.89,2.0,3.4,3.48,3.4,3.4,32.0,3.0,3.0,2.69,2.69,17.0,2.62,2.76,2.45,2.45,46.0,2.37,2.39,2.27,2.27,10.0,1.99,1.99,1.99,1.99,7.0,1.75,1.75,1.57,1.57,55.0,1.48,1.52,1.33,1.33,92.0,1.29,1.36,1.14,1.21,206.0,1.14,1.14,1.0,1.0,34.0,1.07,1.09,0.81,1.09,211.0,0.83,0.84,0.83,0.84,5.0,0.81,0.81,0.71,0.73,2006.0,0.67,0.67,0.67,0.67,1.0
2019-06-27,2019-06-27,26.42,26.795,26.2,26.65,14890831.0,,,,,,,,,,,,,,,,3.93,4.35,3.82,4.17,126.0,3.45,3.51,3.45,3.51,53.0,3.05,3.4,3.02,3.4,63.0,2.63,2.75,2.56,2.75,31.0,2.4,2.54,2.4,2.46,45.0,2.12,2.22,2.12,2.22,11.0,1.76,1.88,1.73,1.88,33.0,1.5,1.73,1.42,1.58,77.0,1.29,1.5,1.22,1.38,698.0,1.13,1.29,1.13,1.2,245.0,1.0,1.08,0.96,0.98,225.0,0.83,0.97,0.79,0.91,65.0,0.7,0.82,0.7,0.74,90.0,0.61,0.67,0.61,0.66,27.0,0.56,0.56,0.55,0.55,31.0
2019-06-28,2019-06-28,26.0,26.3,25.87,26.13,17624656.0,,,,,,,,,,,,,,,,,,,,,2.76,3.35,2.76,3.35,83.0,2.86,2.88,2.78,2.88,198.0,2.15,2.51,2.15,2.47,193.0,1.98,2.2,1.98,2.13,111.0,1.8,1.87,1.79,1.85,60.0,1.39,1.62,1.39,1.62,77.0,1.12,1.44,1.12,1.41,553.0,0.92,1.24,0.92,1.21,243.0,0.91,1.06,0.91,1.01,1428.0,0.75,0.91,0.75,0.87,90.0,0.65,0.79,0.65,0.75,318.0,0.57,0.68,0.57,0.68,73.0,0.45,0.59,0.45,0.58,2480.0,0.52,0.52,0.52,0.52,2.0
2019-07-01,2019-07-01,24.56,25.08,24.46,24.55,30302465.0,4.5,4.5,4.5,4.5,5.0,4.15,4.15,4.15,4.15,25.0,,,,,,2.19,2.59,2.15,2.15,142.0,1.83,2.18,1.77,1.79,177.0,1.44,1.78,1.42,1.42,141.0,1.18,1.46,1.13,1.37,395.0,0.95,1.2,0.9,1.0,525.0,0.78,0.99,0.72,0.86,711.0,0.61,0.93,0.56,0.93,240.0,0.48,0.67,0.46,0.67,766.0,0.4,0.51,0.38,0.43,235.0,0.31,0.44,0.31,0.34,465.0,0.27,0.35,0.26,0.3,256.0,0.25,0.29,0.21,0.22,551.0,0.19,0.25,0.18,0.25,49.0,0.2,0.21,0.15,0.21,91.0,0.13,0.16,0.13,0.14,422.0
2019-07-02,2019-07-02,23.65,24.6,23.61,24.6,26022509.0,3.67,3.67,3.67,3.67,50.0,3.35,3.35,3.35,3.35,3.0,2.18,2.78,2.18,2.49,43.0,1.38,2.04,1.37,1.8,371.0,1.08,1.74,1.07,1.74,553.0,0.82,1.32,0.82,1.32,759.0,0.57,1.17,0.57,1.17,1664.0,0.49,0.93,0.49,0.93,2435.0,0.37,0.74,0.37,0.74,2008.0,0.31,0.56,0.31,0.56,979.0,0.25,0.46,0.24,0.46,669.0,0.2,0.37,0.2,0.34,466.0,0.17,0.31,0.17,0.3,1025.0,0.13,0.26,0.13,0.26,1012.0,0.11,0.19,0.11,0.18,405.0,0.1,0.15,0.1,0.15,316.0,0.09,0.16,0.09,0.13,548.0,0.09,0.13,0.08,0.1,162.0
2019-07-03,2019-07-03,23.51,23.88,23.42,23.67,15809303.0,3.81,3.81,3.75,3.8,88.0,3.0,3.3,3.0,3.3,44.0,2.31,2.34,2.18,2.18,13.0,1.29,1.5,1.29,1.37,216.0,1.01,1.19,0.95,1.06,340.0,0.68,0.91,0.68,0.85,681.0,0.56,0.71,0.55,0.64,1199.0,0.43,0.55,0.43,0.5,2952.0,0.33,0.42,0.33,0.39,1316.0,0.27,0.33,0.25,0.3,704.0,0.24,0.27,0.22,0.24,518.0,0.2,0.22,0.19,0.21,160.0,0.17,0.19,0.15,0.18,19043.0,0.14,0.15,0.11,0.15,756.0,0.12,0.27,0.1,0.27,225.0,0.09,0.11,0.09,0.11,18.0,0.09,0.23,0.08,0.23,200.0,0.08,0.08,0.07,0.08,61.0
2019-07-05,2019-07-05,23.58,24.71,23.5,24.01,24124885.0,3.65,4.6,3.65,4.5,36.0,3.9,3.9,3.9,3.9,9.0,2.21,3.15,2.05,2.63,158.0,1.31,2.19,1.22,1.74,258.0,0.95,1.83,0.88,0.96,1445.0,0.67,1.37,0.65,0.72,2013.0,0.53,1.15,0.47,0.75,6591.0,0.37,0.9,0.35,0.62,3284.0,0.26,0.71,0.25,0.44,9826.0,0.2,0.55,0.2,0.35,3490.0,0.18,0.44,0.16,0.32,6522.0,0.15,0.37,0.12,0.26,1680.0,0.12,0.3,0.1,0.22,3289.0,0.09,0.23,0.09,0.18,1217.0,0.07,0.2,0.07,0.15,1643.0,0.07,0.15,0.07,0.15,175.0,0.05,1.59,0.05,1.3,555.0,0.05,0.11,0.05,0.1,2163.0
2019-07-08,2019-07-08,24.23,24.47,23.9,24.12,18014371.0,4.09,4.09,4.09,4.09,10.0,,,,,,2.74,2.79,2.46,2.74,50.0,1.75,1.94,1.5,1.88,204.0,1.3,1.45,1.09,1.45,1143.0,1.02,1.14,0.77,0.88,1307.0,0.7,0.83,0.52,0.67,3334.0,0.5,0.62,0.38,0.59,4385.0,0.24,0.46,0.24,0.37,3863.0,0.26,0.34,0.14,0.3,1816.0,0.2,0.27,0.15,0.23,1274.0,0.14,0.21,0.11,0.21,1764.0,0.1,0.16,0.1,0.15,797.0,0.08,0.13,0.08,0.13,665.0,0.07,0.1,0.06,0.1,488.0,0.05,0.06,0.05,0.06,2.0,0.05,0.07,0.05,0.07,164.0,0.04,0.06,0.03,0.06,291.0
2019-07-09,2019-07-09,24.3,24.96,24.22,24.96,15024150.0,,,,,,3.8,3.86,3.75,3.75,25.0,2.82,3.25,2.75,3.25,64.0,1.81,2.2,1.77,2.2,128.0,1.38,1.89,1.35,1.88,178.0,0.93,1.63,0.91,1.63,392.0,0.69,1.15,0.61,1.0,1254.0,0.42,0.8,0.4,0.75,5286.0,0.29,0.59,0.27,0.53,3173.0,0.21,0.44,0.19,0.35,3173.0,0.15,0.31,0.14,0.31,1407.0,0.12,0.23,0.11,0.22,417.0,0.09,0.18,0.08,0.18,830.0,0.06,0.12,0.05,0.12,154.0,0.06,0.11,0.05,0.11,125.0,0.04,0.07,0.04,0.07,59.0,0.03,0.06,0.03,0.06,36.0,,,,,
2019-07-10,2019-07-10,23.56,23.9869,23.495,23.98,19868046.0,3.7,3.82,3.6,3.6,31.0,3.15,3.4,3.05,3.4,36.0,2.07,2.42,2.03,2.32,206.0,1.02,1.42,1.02,1.41,350.0,0.69,1.08,0.65,1.08,701.0,0.32,0.67,0.32,0.61,3878.0,0.19,0.49,0.19,0.49,4231.0,0.14,0.42,0.13,0.42,2632.0,0.09,0.2,0.08,0.2,2414.0,0.07,0.13,0.07,0.08,534.0,0.05,0.1,0.04,0.1,1178.0,0.04,0.07,0.04,0.05,629.0,0.03,0.05,0.03,0.05,444.0,0.04,0.05,0.03,0.05,376.0,0.02,0.04,0.02,0.04,58.0,0.02,0.02,0.01,0.02,33.0,0.02,0.04,0.01,0.04,65.0,0.01,0.01,0.01,0.01,54.0
2019-07-11,2019-07-11,23.17,23.6,23.025,23.23,21061186.0,3.55,3.55,3.1,3.15,63.0,2.76,3.05,2.55,2.68,330.0,1.85,1.98,1.55,1.6,339.0,0.88,1.07,0.62,0.75,585.0,0.33,0.64,0.32,0.42,1930.0,0.15,0.36,0.15,0.34,4802.0,0.08,0.24,0.08,0.24,5917.0,0.06,0.14,0.06,0.14,10971.0,0.05,0.08,0.03,0.06,1189.0,0.03,0.05,0.03,0.05,170.0,0.03,0.05,0.02,0.03,631.0,0.02,0.04,0.02,0.03,527.0,0.03,0.03,0.02,0.03,166.0,0.02,0.03,0.02,0.03,40.0,0.02,0.03,0.02,0.02,54.0,0.01,0.01,0.01,0.01,5.0,0.01,0.02,0.01,0.02,112.0,0.01,0.02,0.01,0.02,502.0
2019-07-12,2019-07-12,22.8,23.19,22.75,23.01,18425836.0,2.82,3.02,2.82,3.02,9.0,2.26,2.64,2.26,2.52,151.0,1.23,1.63,1.23,1.51,90.0,0.22,0.68,0.22,0.54,5457.0,0.01,0.26,0.01,0.25,4154.0,0.01,0.2,0.01,0.11,8572.0,0.01,0.08,0.01,0.08,1976.0,0.01,0.12,0.01,0.12,1182.0,0.01,0.03,0.01,0.03,782.0,0.01,0.02,0.01,0.02,123.0,0.01,0.02,0.01,0.02,222.0,0.01,0.01,0.01,0.01,50.0,0.01,0.02,0.01,0.02,105.0,0.01,0.01,0.01,0.01,36.0,0.01,0.01,0.01,0.01,80.0,0.01,0.01,0.01,0.01,15.0,0.01,0.02,0.01,0.02,34.0,,,,,
2019-07-15,2019-07-15,22.71,22.93,22.58,22.69,15945412.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-16,2019-07-16,22.78,22.9,22.29,22.6,25415471.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-17,2019-07-17,23.36,23.36,22.44,22.58,29056917.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-18,2019-07-18,23.115,23.715,22.71,23.34,27076320.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-19,2019-07-19,23.38,23.43,22.59,22.67,26220800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-22,2019-07-22,22.91,23.48,22.74,23.35,21908515.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-23,2019-07-23,22.1,22.88,22.08,22.51,18943361.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-24,2019-07-24,21.54,22.37,21.41,22.34,18825276.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
